lead_id,created_date,region,channel,campaign_id,lead_status,mql_date,sql_date,converted_account_id
LEAD-105713,2024-01-25,NA,LinkedIn,CMP-1017,Lead,,,
LEAD-105714,2025-03-24,NA,Partners,CMP-1027,Lead,,,
LEAD-105715,2024-03-31,EMEA,Partners,CMP-1019,SQL,2024-04-11,2024-04-18,ACC-0125
LEAD-105716,2024-11-03,NA,Webinar,CMP-1002,MQL,2024-11-21,,
LEAD-105717,2024-07-25,APAC,Paid Search,CMP-1013,Lead,,,
LEAD-105718,2025-10-02,APAC,Partners,CMP-1005,Lead,,,
LEAD-105719,2024-11-29,EMEA,LinkedIn,CMP-1008,SQL,2024-12-14,2024-12-26,ACC-0087
LEAD-105720,2024-02-10,NA,LinkedIn,CMP-1017,SQL,2024-02-28,2024-03-17,ACC-0123
LEAD-105721,2025-03-18,APAC,LinkedIn,CMP-1006,MQL,2025-03-25,,ACC-0167
LEAD-105722,2024-06-19,NA,Webinar,CMP-1007,Lead,,,
LEAD-105723,2025-05-18,APAC,Webinar,CMP-1022,Lead,,,
LEAD-105724,2024-05-31,APAC,Webinar,CMP-1028,MQL,2024-06-02,,
LEAD-105725,2024-08-11,APAC,LinkedIn,CMP-1001,SQL,2024-08-29,2024-09-14,ACC-0144
LEAD-105726,2024-10-25,NA,LinkedIn,CMP-1024,Lead,,,
LEAD-105727,2025-02-16,EMEA,LinkedIn,CMP-1015,SQL,2025-02-18,2025-02-26,ACC-0046
LEAD-105728,2025-08-08,APAC,Webinar,CMP-1025,Lead,,,
LEAD-105729,2024-04-02,NA,Display,CMP-1004,Lead,,,
LEAD-105730,2025-02-19,APAC,Paid Search,CMP-1026,MQL,2025-02-23,,ACC-0249
LEAD-105731,2025-10-04,APAC,Partners,CMP-1005,Lead,,,
LEAD-105732,2024-05-22,APAC,Webinar,CMP-1022,Lead,,,
LEAD-105733,2025-04-12,NA,LinkedIn,CMP-1024,Lead,,,
LEAD-105734,2025-11-20,NA,LinkedIn,CMP-1018,Lead,,,
LEAD-105735,2025-08-14,NA,LinkedIn,CMP-1024,Lead,,,
LEAD-105736,2025-09-24,NA,Webinar,CMP-1002,Lead,,,
LEAD-105737,2025-07-08,APAC,Paid Search,CMP-1026,Lead,,,
LEAD-105738,2024-11-03,NA,LinkedIn,CMP-1018,Lead,,,
LEAD-105739,2024-03-25,APAC,Webinar,CMP-1028,Lead,,,
LEAD-105740,2025-07-14,NA,Paid Search,CMP-1014,Lead,,,
LEAD-105741,2024-09-21,APAC,Paid Search,CMP-1013,SQL,2024-10-12,2024-11-02,ACC-0085
LEAD-105742,2024-08-12,EMEA,LinkedIn,CMP-1008,Lead,,,
LEAD-105743,2024-04-09,NA,LinkedIn,CMP-1024,Lead,,,
LEAD-105744,2025-04-01,NA,Webinar,CMP-1003,Lead,,,
LEAD-105745,2025-06-19,APAC,Paid Search,CMP-1029,SQL,2025-07-10,2025-08-03,
LEAD-105746,2025-12-11,NA,Display,CMP-1009,Lead,,,
LEAD-105747,2024-05-24,APAC,Webinar,CMP-1025,Lead,,,
LEAD-105748,2024-11-12,APAC,Partners,CMP-1005,Lead,,,
LEAD-105749,2024-07-12,EMEA,Partners,CMP-1021,Lead,,,
LEAD-105750,2025-11-11,APAC,LinkedIn,CMP-1001,SQL,2025-11-20,2025-12-08,ACC-0035
LEAD-105751,2024-01-31,EMEA,LinkedIn,CMP-1015,MQL,2024-02-21,,ACC-0193
LEAD-105752,2024-10-17,EMEA,Partners,CMP-1019,Lead,,,
LEAD-105753,2024-10-06,APAC,Webinar,CMP-1028,Lead,,,
LEAD-105754,2025-03-28,APAC,Partners,CMP-1005,Lead,,,
LEAD-105755,2024-04-07,NA,Webinar,CMP-1002,Lead,,,
LEAD-105756,2024-09-30,APAC,Paid Search,CMP-1029,Lead,,,
LEAD-105757,2024-01-17,APAC,Paid Search,CMP-1026,MQL,2024-01-21,,
LEAD-105758,2024-06-04,APAC,LinkedIn,CMP-1030,SQL,2024-06-20,2024-07-02,
LEAD-105759,2024-06-01,APAC,Paid Search,CMP-1029,Lead,,,
LEAD-105760,2024-02-04,NA,LinkedIn,CMP-1017,MQL,2024-02-21,,ACC-0137
LEAD-105761,2024-11-28,APAC,Paid Search,CMP-1029,SQL,2024-12-11,2024-12-20,ACC-0153
LEAD-105762,2024-06-12,APAC,LinkedIn,CMP-1030,MQL,2024-06-14,,ACC-0168
LEAD-105763,2024-03-30,APAC,LinkedIn,CMP-1006,Lead,,,
LEAD-105764,2025-07-27,APAC,Partners,CMP-1005,Lead,,,
LEAD-105765,2024-12-05,NA,Display,CMP-1004,Lead,,,
LEAD-105766,2025-12-04,NA,Paid Search,CMP-1014,Lead,,,
LEAD-105767,2025-10-05,APAC,LinkedIn,CMP-1006,Lead,,,
LEAD-105768,2024-12-01,EMEA,Partners,CMP-1012,Lead,,,
LEAD-105769,2024-10-20,APAC,Webinar,CMP-1022,Lead,,,
LEAD-105770,2025-02-11,NA,Display,CMP-1004,Lead,,,
LEAD-105771,2024-03-03,EMEA,LinkedIn,CMP-1015,Lead,,,
LEAD-105772,2024-08-12,NA,Webinar,CMP-1002,Lead,,,
LEAD-105773,2025-02-22,APAC,LinkedIn,CMP-1001,SQL,2025-03-03,2025-04-06,ACC-0224
LEAD-105774,2024-03-29,APAC,LinkedIn,CMP-1001,MQL,2024-04-05,,ACC-0075
LEAD-105775,2024-05-10,EMEA,Partners,CMP-1019,Lead,,,
LEAD-105776,2025-10-04,NA,Paid Search,CMP-1014,SQL,2025-10-06,2025-10-30,
LEAD-105777,2025-01-18,APAC,LinkedIn,CMP-1001,Lead,,,
LEAD-105778,2025-03-15,NA,Paid Search,CMP-1014,Lead,,,
LEAD-105779,2024-08-17,NA,Partners,CMP-1027,Lead,,,
LEAD-105780,2024-09-21,APAC,LinkedIn,CMP-1010,Lead,,,
LEAD-105781,2024-02-17,APAC,Paid Search,CMP-1029,SQL,2024-02-23,2024-03-26,ACC-0182
LEAD-105782,2024-08-12,APAC,Webinar,CMP-1028,Lead,,,
LEAD-105783,2025-01-27,NA,Partners,CMP-1027,Lead,,,
LEAD-105784,2024-04-19,EMEA,Webinar,CMP-1020,SQL,2024-05-02,2024-05-30,
LEAD-105785,2025-10-02,NA,Webinar,CMP-1007,Lead,,,
LEAD-105786,2024-11-12,EMEA,Paid Search,CMP-1016,Lead,,,
LEAD-105787,2024-09-22,EMEA,LinkedIn,CMP-1008,MQL,2024-09-26,,ACC-0048
LEAD-105788,2025-02-23,NA,LinkedIn,CMP-1018,MQL,2025-02-28,,
LEAD-105789,2024-05-09,NA,Partners,CMP-1027,Lead,,,
LEAD-105790,2024-07-06,APAC,Paid Search,CMP-1013,Lead,,,
LEAD-105791,2024-01-04,NA,LinkedIn,CMP-1017,Lead,,,
LEAD-105792,2025-03-04,EMEA,Webinar,CMP-1023,Lead,,,
LEAD-105793,2024-12-25,APAC,LinkedIn,CMP-1030,Lead,,,
LEAD-105794,2025-02-13,APAC,Partners,CMP-1005,Lead,,,
LEAD-105795,2024-10-09,NA,Webinar,CMP-1003,Lead,,,
LEAD-105796,2025-09-28,APAC,Paid Search,CMP-1029,Lead,,,
LEAD-105797,2025-02-22,APAC,Webinar,CMP-1028,Lead,,,
LEAD-105798,2025-06-06,APAC,Webinar,CMP-1028,Lead,,,
LEAD-105799,2025-09-30,APAC,LinkedIn,CMP-1010,Lead,,,
LEAD-105800,2024-03-23,APAC,Webinar,CMP-1022,SQL,2024-03-31,2024-04-25,ACC-0072
LEAD-105801,2025-02-26,APAC,LinkedIn,CMP-1030,MQL,2025-03-16,,ACC-0032
LEAD-105802,2024-11-04,APAC,Partners,CMP-1005,SQL,2024-11-14,2024-11-27,ACC-0145
LEAD-105803,2024-11-10,NA,LinkedIn,CMP-1024,Lead,,,
LEAD-105804,2025-01-22,NA,LinkedIn,CMP-1018,SQL,2025-01-26,2025-02-22,
LEAD-105805,2025-03-19,NA,Partners,CMP-1027,Lead,,,
LEAD-105806,2024-12-30,APAC,LinkedIn,CMP-1006,Lead,,,
LEAD-105807,2025-08-11,APAC,Paid Search,CMP-1026,MQL,2025-08-21,,
LEAD-105808,2025-10-20,NA,Partners,CMP-1027,SQL,2025-11-10,2025-11-30,
LEAD-105809,2025-07-13,NA,LinkedIn,CMP-1018,SQL,2025-07-22,2025-07-23,
LEAD-105810,2025-03-15,EMEA,LinkedIn,CMP-1008,SQL,2025-04-04,2025-04-12,ACC-0231
LEAD-105811,2025-05-29,APAC,Paid Search,CMP-1026,SQL,2025-06-16,2025-06-25,ACC-0021
LEAD-105812,2025-03-05,NA,LinkedIn,CMP-1018,SQL,2025-03-15,2025-03-16,ACC-0232
LEAD-105813,2024-04-10,NA,Partners,CMP-1027,SQL,2024-04-14,2024-04-30,
LEAD-105814,2025-01-14,APAC,LinkedIn,CMP-1010,MQL,2025-01-18,,
LEAD-105815,2024-07-09,EMEA,LinkedIn,CMP-1008,Lead,,,
LEAD-105816,2024-05-01,EMEA,Webinar,CMP-1023,Lead,,,
LEAD-105817,2024-11-14,EMEA,Webinar,CMP-1020,Lead,,,
LEAD-105818,2025-06-24,NA,Paid Search,CMP-1014,MQL,2025-07-11,,ACC-0058
LEAD-105819,2025-12-31,NA,LinkedIn,CMP-1024,Lead,,,
LEAD-105820,2025-06-01,APAC,Paid Search,CMP-1013,SQL,2025-06-08,2025-06-14,
LEAD-105821,2024-07-25,NA,Display,CMP-1004,Lead,,,
LEAD-105822,2025-07-17,NA,Partners,CMP-1027,Lead,,,
LEAD-105823,2025-09-10,APAC,LinkedIn,CMP-1030,Lead,,,
LEAD-105824,2024-03-23,NA,Webinar,CMP-1003,Lead,,,
LEAD-105825,2024-02-03,APAC,LinkedIn,CMP-1001,MQL,2024-02-20,,
LEAD-105826,2024-09-03,NA,Display,CMP-1004,Lead,,,
LEAD-105827,2025-05-23,NA,LinkedIn,CMP-1024,MQL,2025-06-11,,ACC-0249
LEAD-105828,2024-04-17,APAC,Paid Search,CMP-1029,Lead,,,
LEAD-105829,2025-02-01,APAC,Paid Search,CMP-1029,Lead,,,
LEAD-105830,2024-12-29,APAC,Webinar,CMP-1022,Lead,,,
LEAD-105831,2024-02-22,NA,LinkedIn,CMP-1024,Lead,,,
LEAD-105832,2024-04-10,EMEA,Partners,CMP-1019,Lead,,,
LEAD-105833,2025-10-13,EMEA,LinkedIn,CMP-1015,Lead,,,
LEAD-105834,2024-12-02,APAC,Webinar,CMP-1028,Lead,,,
LEAD-105835,2024-01-10,EMEA,Partners,CMP-1021,SQL,2024-01-26,2024-02-10,ACC-0146
LEAD-105836,2025-06-26,APAC,LinkedIn,CMP-1006,Lead,,,
LEAD-105837,2024-01-24,EMEA,Paid Search,CMP-1016,Lead,,,
LEAD-105838,2025-07-25,NA,LinkedIn,CMP-1017,Lead,,,
LEAD-105839,2025-03-30,NA,LinkedIn,CMP-1017,Lead,,,
LEAD-105840,2025-04-27,APAC,Partners,CMP-1005,Lead,,,
LEAD-105841,2025-09-05,APAC,Webinar,CMP-1025,SQL,2025-09-10,2025-10-11,ACC-0144
LEAD-105842,2024-01-29,NA,LinkedIn,CMP-1018,Lead,,,
LEAD-105843,2024-04-23,APAC,Webinar,CMP-1025,Lead,,,
LEAD-105844,2024-06-07,APAC,Partners,CMP-1005,Lead,,,
LEAD-105845,2025-11-24,EMEA,Webinar,CMP-1020,Lead,,,
LEAD-105846,2025-08-25,EMEA,Partners,CMP-1021,Lead,,,
LEAD-105847,2024-09-14,EMEA,Paid Search,CMP-1016,Lead,,,
LEAD-105848,2024-05-03,NA,LinkedIn,CMP-1018,SQL,2024-05-12,2024-05-15,ACC-0110
LEAD-105849,2025-03-05,NA,LinkedIn,CMP-1018,Lead,,,
LEAD-105850,2024-01-08,APAC,LinkedIn,CMP-1006,Lead,,,
LEAD-105851,2025-07-14,APAC,LinkedIn,CMP-1001,Lead,,,
LEAD-105852,2025-07-16,EMEA,Partners,CMP-1012,Lead,,,
LEAD-105853,2025-04-21,APAC,Webinar,CMP-1028,Lead,,,
LEAD-105854,2024-02-02,APAC,LinkedIn,CMP-1001,SQL,2024-02-13,2024-02-24,
LEAD-105855,2024-05-18,NA,Webinar,CMP-1007,Lead,,,
LEAD-105856,2024-07-09,APAC,LinkedIn,CMP-1006,Lead,,,
LEAD-105857,2024-05-04,APAC,Paid Search,CMP-1013,Lead,,,
LEAD-105858,2025-01-28,EMEA,Webinar,CMP-1020,Lead,,,
LEAD-105859,2025-01-26,NA,LinkedIn,CMP-1018,Lead,,,
LEAD-105860,2025-04-11,NA,Display,CMP-1009,Lead,,,
LEAD-105861,2025-04-28,APAC,LinkedIn,CMP-1001,Lead,,,
LEAD-105862,2025-03-29,APAC,Webinar,CMP-1022,Lead,,,
LEAD-105863,2024-03-08,NA,Paid Search,CMP-1014,Lead,,,
LEAD-105864,2024-05-01,EMEA,LinkedIn,CMP-1008,Lead,,,
LEAD-105865,2025-01-08,EMEA,Webinar,CMP-1023,Lead,,,
LEAD-105866,2024-05-25,NA,Webinar,CMP-1003,Lead,,,
LEAD-105867,2024-04-28,NA,Partners,CMP-1027,Lead,,,
LEAD-105868,2024-11-01,NA,Partners,CMP-1027,SQL,2024-11-18,2024-11-11,ACC-0062
LEAD-105869,2025-01-07,NA,Webinar,CMP-1002,Lead,,,
LEAD-105870,2025-10-26,NA,LinkedIn,CMP-1017,Lead,,,
LEAD-105871,2024-06-09,APAC,LinkedIn,CMP-1010,Lead,,,
LEAD-105872,2025-12-20,NA,LinkedIn,CMP-1024,Lead,,,
LEAD-105873,2025-09-26,NA,LinkedIn,CMP-1018,Lead,,,
LEAD-105874,2025-08-14,APAC,Partners,CMP-1005,Lead,,,
LEAD-105875,2024-10-26,NA,LinkedIn,CMP-1017,SQL,2024-11-06,2024-11-11,
LEAD-105876,2025-09-07,APAC,Paid Search,CMP-1026,Lead,,,
LEAD-105877,2024-01-16,EMEA,Webinar,CMP-1011,Lead,,,
LEAD-105878,2024-02-17,APAC,Partners,CMP-1005,MQL,2024-03-02,,ACC-0203
LEAD-105879,2025-01-08,APAC,Webinar,CMP-1025,Lead,,,
LEAD-105880,2025-07-17,APAC,Paid Search,CMP-1013,Lead,,,
LEAD-105881,2025-02-17,EMEA,Webinar,CMP-1023,Lead,,,
LEAD-105882,2024-08-24,APAC,Webinar,CMP-1022,Lead,,,
LEAD-105883,2025-09-21,APAC,Webinar,CMP-1028,Lead,,,
LEAD-105884,2024-11-13,NA,LinkedIn,CMP-1018,SQL,2024-11-15,2024-11-30,
LEAD-105885,2024-10-09,APAC,LinkedIn,CMP-1030,Lead,,,
LEAD-105886,2024-09-22,APAC,Webinar,CMP-1025,Lead,,,
LEAD-105887,2025-05-17,NA,LinkedIn,CMP-1017,Lead,,,
LEAD-105888,2025-08-22,APAC,Paid Search,CMP-1026,Lead,,,
LEAD-105889,2024-05-05,EMEA,Webinar,CMP-1011,Lead,,,
LEAD-105890,2025-07-19,EMEA,Webinar,CMP-1011,Lead,,,
LEAD-105891,2024-04-23,APAC,Partners,CMP-1005,Lead,,,
LEAD-105892,2024-03-19,APAC,Paid Search,CMP-1029,Lead,,,
LEAD-105893,2025-05-19,EMEA,Webinar,CMP-1011,Lead,,,
LEAD-105894,2024-05-17,EMEA,LinkedIn,CMP-1008,Lead,,,
LEAD-105895,2025-07-30,EMEA,Paid Search,CMP-1016,Lead,,,
LEAD-105896,2024-12-15,EMEA,Partners,CMP-1012,Lead,,,
LEAD-105897,2025-01-20,APAC,Webinar,CMP-1028,Lead,,,
LEAD-105898,2024-02-16,APAC,Webinar,CMP-1025,Lead,,,
LEAD-105899,2025-09-04,EMEA,LinkedIn,CMP-1015,MQL,2025-09-06,,ACC-0164
LEAD-105900,2024-10-26,NA,Paid Search,CMP-1014,Lead,,,
LEAD-105901,2025-01-13,APAC,Webinar,CMP-1025,Lead,,,
LEAD-105902,2025-04-18,EMEA,LinkedIn,CMP-1015,SQL,2025-05-04,2025-05-04,ACC-0214
LEAD-105903,2024-07-27,NA,Webinar,CMP-1002,Lead,,,
LEAD-105904,2025-04-19,NA,Display,CMP-1004,Lead,,,
LEAD-105905,2024-09-26,APAC,Webinar,CMP-1025,Lead,,,
LEAD-105906,2025-06-28,EMEA,Partners,CMP-1021,Lead,,,
LEAD-105907,2025-05-07,APAC,Webinar,CMP-1022,Lead,,,
LEAD-105908,2024-08-09,NA,Display,CMP-1004,Lead,,,
LEAD-105909,2024-11-10,EMEA,LinkedIn,CMP-1008,Lead,,,
LEAD-105910,2024-07-09,APAC,Paid Search,CMP-1029,Lead,,,
LEAD-105911,2024-03-15,NA,Partners,CMP-1027,Lead,,,
LEAD-105912,2024-11-28,EMEA,Webinar,CMP-1023,Lead,,,
LEAD-105913,2024-07-04,APAC,Paid Search,CMP-1013,MQL,2024-07-16,,ACC-0241
LEAD-105914,2025-02-07,APAC,Webinar,CMP-1022,Lead,,,
LEAD-105915,2024-05-31,APAC,Paid Search,CMP-1029,Lead,,,
LEAD-105916,2025-07-22,NA,LinkedIn,CMP-1017,Lead,,,
LEAD-105917,2024-02-16,EMEA,LinkedIn,CMP-1015,Lead,,,
LEAD-105918,2024-09-13,APAC,Partners,CMP-1005,MQL,2024-09-27,,
LEAD-105919,2024-05-27,EMEA,Paid Search,CMP-1016,Lead,,,
LEAD-105920,2025-12-24,NA,Webinar,CMP-1007,Lead,,,
LEAD-105921,2024-08-01,NA,LinkedIn,CMP-1024,Lead,,,
LEAD-105922,2025-02-14,EMEA,Paid Search,CMP-1016,Lead,,,
LEAD-105923,2024-05-21,EMEA,Partners,CMP-1012,Lead,,,
LEAD-105924,2024-08-11,APAC,Paid Search,CMP-1029,Lead,,,
LEAD-105925,2025-05-31,NA,Partners,CMP-1027,Lead,,,
LEAD-105926,2024-02-23,NA,Paid Search,CMP-1014,Lead,,,
LEAD-105927,2025-12-11,APAC,LinkedIn,CMP-1001,Lead,,,
LEAD-105928,2025-06-13,APAC,LinkedIn,CMP-1030,Lead,,,
LEAD-105929,2025-02-06,EMEA,Partners,CMP-1019,Lead,,,
LEAD-105930,2024-06-29,NA,Webinar,CMP-1002,Lead,,,
LEAD-105931,2025-01-14,APAC,Webinar,CMP-1025,SQL,2025-01-16,2025-02-26,
LEAD-105932,2025-09-10,APAC,Webinar,CMP-1025,SQL,2025-09-25,2025-09-25,
LEAD-105933,2024-12-01,EMEA,Webinar,CMP-1020,Lead,,,
LEAD-105934,2025-03-15,NA,Display,CMP-1009,Lead,,,
LEAD-105935,2024-11-17,NA,Webinar,CMP-1007,Lead,,,
LEAD-105936,2024-11-25,NA,Paid Search,CMP-1014,Lead,,,
LEAD-105937,2025-04-30,NA,LinkedIn,CMP-1017,Lead,,,
LEAD-105938,2025-04-19,EMEA,Paid Search,CMP-1016,Lead,,,
LEAD-105939,2024-12-18,NA,Display,CMP-1009,MQL,2025-01-07,,
LEAD-105940,2024-01-29,EMEA,LinkedIn,CMP-1008,Lead,,,
LEAD-105941,2025-06-23,NA,Display,CMP-1009,SQL,2025-07-01,2025-07-28,
LEAD-105942,2024-05-13,EMEA,LinkedIn,CMP-1015,Lead,,,
LEAD-105943,2024-07-03,NA,Webinar,CMP-1002,Lead,,,
LEAD-105944,2024-06-28,EMEA,Partners,CMP-1021,SQL,2024-07-02,2024-08-06,
LEAD-105945,2025-10-28,APAC,Paid Search,CMP-1029,Lead,,,
LEAD-105946,2025-09-13,NA,Display,CMP-1004,Lead,,,
LEAD-105947,2024-04-19,NA,Paid Search,CMP-1014,MQL,2024-04-26,,
LEAD-105948,2025-07-10,EMEA,Partners,CMP-1012,SQL,2025-07-29,2025-08-14,ACC-0110
LEAD-105949,2024-08-26,NA,Webinar,CMP-1002,Lead,,,
LEAD-105950,2024-04-16,NA,Partners,CMP-1027,Lead,,,
LEAD-105951,2025-08-15,APAC,LinkedIn,CMP-1001,MQL,2025-08-22,,ACC-0148
LEAD-105952,2024-07-03,NA,LinkedIn,CMP-1024,Lead,,,
LEAD-105953,2025-08-05,APAC,Paid Search,CMP-1026,Lead,,,
LEAD-105954,2024-04-07,APAC,Paid Search,CMP-1029,MQL,2024-04-17,,ACC-0217
LEAD-105955,2024-03-20,NA,Webinar,CMP-1002,Lead,,,
LEAD-105956,2024-01-26,APAC,Webinar,CMP-1028,MQL,2024-01-28,,
LEAD-105957,2024-03-23,APAC,Paid Search,CMP-1013,Lead,,,
LEAD-105958,2025-04-01,APAC,Paid Search,CMP-1029,Lead,,,
LEAD-105959,2024-12-16,APAC,Webinar,CMP-1022,SQL,2025-01-05,2025-01-07,ACC-0034
LEAD-105960,2025-02-27,NA,Partners,CMP-1027,Lead,,,
LEAD-105961,2024-09-16,APAC,LinkedIn,CMP-1030,MQL,2024-09-21,,
LEAD-105962,2025-03-27,APAC,LinkedIn,CMP-1006,Lead,,,
LEAD-105963,2025-03-30,NA,Paid Search,CMP-1014,Lead,,,
LEAD-105964,2025-07-22,APAC,LinkedIn,CMP-1001,Lead,,,
LEAD-105965,2025-07-30,NA,Webinar,CMP-1002,Lead,,,
LEAD-105966,2024-11-28,NA,Display,CMP-1009,MQL,2024-12-19,,
LEAD-105967,2025-07-17,EMEA,Webinar,CMP-1011,MQL,2025-08-07,,ACC-0149
LEAD-105968,2025-04-18,EMEA,Webinar,CMP-1023,MQL,2025-04-25,,ACC-0008
LEAD-105969,2024-03-30,APAC,LinkedIn,CMP-1006,Lead,,,
LEAD-105970,2024-04-30,NA,Partners,CMP-1027,Lead,,,
LEAD-105971,2024-12-22,EMEA,Partners,CMP-1021,MQL,2025-01-11,,
LEAD-105972,2024-03-01,APAC,Partners,CMP-1005,Lead,,,
LEAD-105973,2025-03-05,EMEA,LinkedIn,CMP-1015,Lead,,,
LEAD-105974,2024-12-05,NA,Partners,CMP-1027,MQL,2024-12-24,,
LEAD-105975,2024-12-30,NA,Webinar,CMP-1007,Lead,,,
LEAD-105976,2024-09-28,EMEA,Webinar,CMP-1020,Lead,,,
LEAD-105977,2025-08-23,EMEA,Partners,CMP-1012,MQL,2025-09-10,,
LEAD-105978,2025-03-21,APAC,LinkedIn,CMP-1010,Lead,,,
LEAD-105979,2025-03-04,NA,LinkedIn,CMP-1024,Lead,,,
LEAD-105980,2025-01-07,APAC,Webinar,CMP-1025,Lead,,,
LEAD-105981,2024-01-23,APAC,LinkedIn,CMP-1006,SQL,2024-01-28,2024-02-12,ACC-0098
LEAD-105982,2024-06-18,APAC,LinkedIn,CMP-1006,Lead,,,
LEAD-105983,2025-01-15,APAC,Webinar,CMP-1025,Lead,,,
LEAD-105984,2024-11-02,APAC,Paid Search,CMP-1029,Lead,,,
LEAD-105985,2025-09-26,NA,Webinar,CMP-1002,Lead,,,
LEAD-105986,2025-07-09,EMEA,Partners,CMP-1019,Lead,,,
LEAD-105987,2025-08-21,EMEA,LinkedIn,CMP-1008,SQL,2025-08-29,2025-09-15,ACC-0165
LEAD-105988,2024-01-07,APAC,LinkedIn,CMP-1006,SQL,2024-01-13,2024-02-09,
LEAD-105989,2024-12-05,EMEA,Partners,CMP-1012,Lead,,,
LEAD-105990,2024-03-01,NA,Display,CMP-1004,Lead,,,
LEAD-105991,2024-08-19,EMEA,Webinar,CMP-1011,Lead,,,
LEAD-105992,2025-11-30,APAC,Paid Search,CMP-1029,MQL,2025-12-20,,ACC-0037
LEAD-105993,2025-07-21,APAC,Paid Search,CMP-1026,Lead,,,
LEAD-105994,2025-12-12,APAC,Paid Search,CMP-1026,SQL,2025-12-21,2026-01-03,
LEAD-105995,2024-10-28,APAC,Webinar,CMP-1028,MQL,2024-11-17,,ACC-0083
LEAD-105996,2024-01-08,APAC,Paid Search,CMP-1026,Lead,,,
LEAD-105997,2024-12-21,EMEA,Partners,CMP-1019,Lead,,,
LEAD-105998,2025-07-05,EMEA,Partners,CMP-1021,SQL,2025-07-15,2025-08-01,ACC-0134
LEAD-105999,2025-08-16,NA,Webinar,CMP-1002,Lead,,,
LEAD-106000,2024-12-07,APAC,Webinar,CMP-1025,Lead,,,
LEAD-106001,2024-11-16,APAC,LinkedIn,CMP-1030,Lead,,,
LEAD-106002,2025-09-07,EMEA,Webinar,CMP-1020,SQL,2025-09-13,2025-10-02,
LEAD-106003,2025-02-15,NA,Webinar,CMP-1007,MQL,2025-03-07,,ACC-0024
LEAD-106004,2024-06-12,NA,Webinar,CMP-1003,Lead,,,
LEAD-106005,2025-01-28,APAC,LinkedIn,CMP-1006,Lead,,,
LEAD-106006,2024-10-01,EMEA,Partners,CMP-1021,SQL,2024-10-17,2024-11-01,
LEAD-106007,2024-04-10,EMEA,Partners,CMP-1019,SQL,2024-04-14,2024-05-04,ACC-0221
LEAD-106008,2025-01-16,EMEA,LinkedIn,CMP-1008,Lead,,,
LEAD-106009,2024-05-11,NA,Paid Search,CMP-1014,Lead,,,
LEAD-106010,2024-10-07,EMEA,Paid Search,CMP-1016,MQL,2024-10-25,,
LEAD-106011,2025-02-12,NA,Display,CMP-1009,Lead,,,
LEAD-106012,2024-05-25,EMEA,Webinar,CMP-1023,MQL,2024-05-30,,ACC-0148
LEAD-106013,2024-08-22,APAC,LinkedIn,CMP-1001,MQL,2024-09-10,,
LEAD-106014,2024-11-18,APAC,Webinar,CMP-1028,SQL,2024-11-25,2024-12-04,ACC-0063
LEAD-106015,2025-12-08,EMEA,LinkedIn,CMP-1008,Lead,,,
LEAD-106016,2024-12-29,APAC,LinkedIn,CMP-1001,SQL,2025-01-04,2025-01-14,ACC-0124
LEAD-106017,2024-04-17,APAC,LinkedIn,CMP-1010,MQL,2024-05-05,,
LEAD-106018,2025-05-11,APAC,LinkedIn,CMP-1030,Lead,,,
LEAD-106019,2025-10-15,APAC,Partners,CMP-1005,Lead,,,
LEAD-106020,2025-09-11,APAC,Partners,CMP-1005,Lead,,,
LEAD-106021,2024-09-14,APAC,Webinar,CMP-1028,MQL,2024-10-02,,ACC-0094
LEAD-106022,2025-12-26,NA,Partners,CMP-1027,Lead,,,
LEAD-106023,2025-11-22,EMEA,Webinar,CMP-1011,Lead,,,
LEAD-106024,2025-07-06,APAC,Paid Search,CMP-1026,SQL,2025-07-08,2025-08-04,
LEAD-106025,2025-05-09,EMEA,Paid Search,CMP-1016,MQL,2025-05-23,,
LEAD-106026,2024-07-22,NA,Webinar,CMP-1007,Lead,,,
LEAD-106027,2024-06-23,EMEA,Partners,CMP-1019,Lead,,,
LEAD-106028,2025-07-25,NA,Paid Search,CMP-1014,Lead,,,
LEAD-106029,2025-01-01,APAC,Webinar,CMP-1028,Lead,,,
LEAD-106030,2024-02-28,APAC,LinkedIn,CMP-1006,MQL,2024-03-10,,
LEAD-106031,2024-10-08,NA,Webinar,CMP-1002,Lead,,,
LEAD-106032,2024-12-07,EMEA,Partners,CMP-1021,Lead,,,
LEAD-106033,2025-01-02,NA,LinkedIn,CMP-1024,Lead,,,
LEAD-106034,2024-07-15,NA,Partners,CMP-1027,Lead,,,
LEAD-106035,2024-06-24,APAC,Webinar,CMP-1025,Lead,,,
LEAD-106036,2025-03-23,EMEA,Webinar,CMP-1023,Lead,,,
LEAD-106037,2024-05-18,APAC,Paid Search,CMP-1013,Lead,,,
LEAD-106038,2024-01-19,NA,LinkedIn,CMP-1024,Lead,,,
LEAD-106039,2025-02-11,EMEA,Paid Search,CMP-1016,MQL,2025-02-18,,ACC-0021
LEAD-106040,2024-08-09,APAC,Webinar,CMP-1028,Lead,,,
LEAD-106041,2024-11-22,NA,LinkedIn,CMP-1024,Lead,,,
LEAD-106042,2025-08-22,APAC,Paid Search,CMP-1013,SQL,2025-08-29,2025-09-23,ACC-0060
LEAD-106043,2024-04-18,NA,LinkedIn,CMP-1018,MQL,2024-05-02,,ACC-0154
