shipment_id,ship_date,region,account_id,doctor_id,product_line,cases_shipped
SHP-304920,2025-08-07,APAC,ACC-0003,DR-9856,Clear Aligners,2
SHP-304921,2025-03-19,NA,ACC-0078,DR-9228,Clear Aligners,6
SHP-304922,2025-10-22,EMEA,ACC-0038,DR-9729,Clear Aligners,6
SHP-304923,2024-05-26,EMEA,ACC-0162,DR-9732,Clear Aligners,8
SHP-304924,2025-10-29,EMEA,ACC-0119,DR-9081,Clear Aligners,3
SHP-304925,2024-01-08,EMEA,ACC-0129,DR-9045,Clear Aligners,2
SHP-304926,2025-07-15,NA,ACC-0030,DR-9683,Clear Aligners,5
SHP-304927,2025-08-11,NA,ACC-0022,DR-9784,Clear Aligners,2
SHP-304928,2024-05-05,EMEA,ACC-0187,DR-9915,Clear Aligners,7
SHP-304929,2024-09-01,NA,ACC-0092,DR-9871,Clear Aligners,1
SHP-304930,2025-08-01,EMEA,ACC-0206,DR-9735,Clear Aligners,2
SHP-304931,2024-02-25,APAC,ACC-0221,DR-9002,Clear Aligners,5
SHP-304932,2025-11-19,APAC,ACC-0024,DR-9329,Imaging,2
SHP-304933,2025-10-12,EMEA,ACC-0162,DR-9633,Scanner,2
SHP-304934,2025-10-26,EMEA,ACC-0198,DR-9063,Imaging,1
SHP-304935,2025-12-22,NA,ACC-0204,DR-9502,Clear Aligners,6
SHP-304936,2025-06-16,EMEA,ACC-0011,DR-9932,Clear Aligners,5
SHP-304937,2025-01-01,EMEA,ACC-0100,DR-9279,Clear Aligners,3
SHP-304938,2024-04-01,EMEA,ACC-0248,DR-9306,Clear Aligners,3
SHP-304939,2024-01-18,NA,ACC-0096,DR-9926,Clear Aligners,5
SHP-304940,2024-04-01,NA,ACC-0228,DR-9191,Scanner,2
SHP-304941,2024-11-24,APAC,ACC-0152,DR-9036,Clear Aligners,8
SHP-304942,2025-07-14,EMEA,ACC-0146,DR-9332,Clear Aligners,6
SHP-304943,2024-02-05,APAC,ACC-0170,DR-9318,Clear Aligners,2
SHP-304944,2024-12-08,EMEA,ACC-0038,DR-9123,Imaging,1
SHP-304945,2025-08-10,NA,ACC-0203,DR-9378,Clear Aligners,8
SHP-304946,2025-04-22,NA,ACC-0068,DR-9856,Imaging,2
SHP-304947,2025-08-16,APAC,ACC-0229,DR-9673,Imaging,1
SHP-304948,2025-11-29,EMEA,ACC-0163,DR-9929,Clear Aligners,7
SHP-304949,2025-08-24,EMEA,ACC-0234,DR-9216,Clear Aligners,6
SHP-304950,2024-04-12,EMEA,ACC-0206,DR-9554,Clear Aligners,5
SHP-304951,2025-07-23,NA,ACC-0055,DR-9868,Clear Aligners,6
SHP-304952,2025-01-03,EMEA,ACC-0040,DR-9373,Clear Aligners,3
SHP-304953,2025-05-11,APAC,ACC-0024,DR-9063,Clear Aligners,7
SHP-304954,2025-08-20,EMEA,ACC-0023,DR-9134,Clear Aligners,3
SHP-304955,2025-03-01,NA,ACC-0051,DR-9672,Clear Aligners,2
SHP-304956,2025-01-18,EMEA,ACC-0148,DR-9688,Clear Aligners,5
SHP-304957,2025-09-04,EMEA,ACC-0120,DR-9907,Clear Aligners,1
SHP-304958,2025-06-20,EMEA,ACC-0134,DR-9509,Clear Aligners,7
SHP-304959,2024-05-07,APAC,ACC-0136,DR-9173,Clear Aligners,4
SHP-304960,2024-12-28,EMEA,ACC-0181,DR-9673,Scanner,1
SHP-304961,2024-01-28,EMEA,ACC-0227,DR-9781,Imaging,2
SHP-304962,2025-01-09,NA,ACC-0204,DR-9725,Imaging,2
SHP-304963,2025-08-20,NA,ACC-0202,DR-9974,Clear Aligners,8
SHP-304964,2024-07-29,EMEA,ACC-0035,DR-9615,Clear Aligners,5
SHP-304965,2024-07-18,EMEA,ACC-0138,DR-9949,Clear Aligners,7
SHP-304966,2024-07-24,EMEA,ACC-0041,DR-9367,Clear Aligners,5
SHP-304967,2025-08-29,NA,ACC-0126,DR-9248,Clear Aligners,8
SHP-304968,2025-12-24,APAC,ACC-0183,DR-9891,Clear Aligners,1
SHP-304969,2024-04-25,NA,ACC-0055,DR-9090,Clear Aligners,2
SHP-304970,2024-05-02,NA,ACC-0228,DR-9239,Clear Aligners,8
SHP-304971,2025-09-16,NA,ACC-0005,DR-9684,Clear Aligners,3
SHP-304972,2024-08-01,APAC,ACC-0008,DR-9272,Clear Aligners,4
SHP-304973,2024-06-19,APAC,ACC-0170,DR-9644,Clear Aligners,8
SHP-304974,2024-01-13,APAC,ACC-0221,DR-9899,Clear Aligners,2
SHP-304975,2024-05-28,NA,ACC-0103,DR-9496,Clear Aligners,7
SHP-304976,2024-09-02,NA,ACC-0192,DR-9522,Clear Aligners,8
SHP-304977,2025-09-23,NA,ACC-0051,DR-9861,Clear Aligners,2
SHP-304978,2024-07-15,APAC,ACC-0025,DR-9176,Clear Aligners,3
SHP-304979,2024-02-21,EMEA,ACC-0047,DR-9960,Scanner,1
SHP-304980,2024-07-04,EMEA,ACC-0063,DR-9312,Scanner,2
SHP-304981,2025-06-15,NA,ACC-0027,DR-9833,Clear Aligners,4
SHP-304982,2024-11-21,NA,ACC-0202,DR-9502,Clear Aligners,2
SHP-304983,2025-03-01,APAC,ACC-0017,DR-9600,Scanner,2
SHP-304984,2025-05-02,APAC,ACC-0034,DR-9777,Clear Aligners,1
SHP-304985,2024-10-24,EMEA,ACC-0250,DR-9684,Imaging,2
SHP-304986,2025-09-29,EMEA,ACC-0124,DR-9015,Clear Aligners,3
SHP-304987,2025-06-07,APAC,ACC-0173,DR-9136,Clear Aligners,5
SHP-304988,2024-04-09,EMEA,ACC-0137,DR-9723,Clear Aligners,2
SHP-304989,2025-07-06,EMEA,ACC-0031,DR-9669,Scanner,1
SHP-304990,2025-10-03,EMEA,ACC-0128,DR-9244,Scanner,2
SHP-304991,2025-05-19,APAC,ACC-0046,DR-9214,Clear Aligners,5
SHP-304992,2024-02-05,EMEA,ACC-0179,DR-9911,Clear Aligners,1
SHP-304993,2024-12-15,EMEA,ACC-0063,DR-9484,Clear Aligners,3
SHP-304994,2024-12-06,EMEA,ACC-0207,DR-9654,Clear Aligners,2
SHP-304995,2025-05-24,APAC,ACC-0174,DR-9251,Clear Aligners,6
SHP-304996,2025-06-17,EMEA,ACC-0178,DR-9418,Clear Aligners,3
SHP-304997,2024-06-15,NA,ACC-0005,DR-9643,Clear Aligners,6
SHP-304998,2024-06-08,NA,ACC-0114,DR-9949,Clear Aligners,8
SHP-304999,2025-09-23,NA,ACC-0132,DR-9376,Clear Aligners,5
SHP-305000,2025-02-17,APAC,ACC-0182,DR-9094,Clear Aligners,7
SHP-305001,2025-04-07,NA,ACC-0184,DR-9054,Clear Aligners,7
SHP-305002,2024-06-17,EMEA,ACC-0179,DR-9140,Clear Aligners,2
SHP-305003,2024-05-15,EMEA,ACC-0062,DR-9468,Clear Aligners,7
SHP-305004,2025-03-19,EMEA,ACC-0031,DR-9651,Clear Aligners,6
SHP-305005,2025-11-14,NA,ACC-0158,DR-9398,Scanner,1
SHP-305006,2025-08-11,NA,ACC-0043,DR-9774,Clear Aligners,4
SHP-305007,2024-12-06,NA,ACC-0109,DR-9874,Clear Aligners,2
SHP-305008,2024-04-17,EMEA,ACC-0133,DR-9262,Clear Aligners,7
SHP-305009,2025-07-08,NA,ACC-0049,DR-9903,Imaging,2
SHP-305010,2024-01-28,NA,ACC-0103,DR-9839,Clear Aligners,2
SHP-305011,2025-06-23,NA,ACC-0013,DR-9963,Clear Aligners,5
SHP-305012,2024-12-30,APAC,ACC-0194,DR-9933,Clear Aligners,5
SHP-305013,2025-08-31,EMEA,ACC-0053,DR-9360,Clear Aligners,5
SHP-305014,2025-04-22,APAC,ACC-0243,DR-9674,Scanner,1
SHP-305015,2024-10-22,APAC,ACC-0003,DR-9805,Clear Aligners,5
SHP-305016,2024-05-08,NA,ACC-0132,DR-9458,Clear Aligners,6
SHP-305017,2025-02-25,APAC,ACC-0065,DR-9263,Clear Aligners,1
SHP-305018,2024-09-26,EMEA,ACC-0199,DR-9333,Scanner,1
SHP-305019,2024-10-17,EMEA,ACC-0235,DR-9312,Clear Aligners,7
SHP-305020,2025-12-11,APAC,ACC-0125,DR-9496,Scanner,2
SHP-305021,2025-06-13,APAC,ACC-0048,DR-9299,Clear Aligners,6
SHP-305022,2024-06-12,EMEA,ACC-0115,DR-9720,Clear Aligners,7
SHP-305023,2024-11-01,NA,ACC-0239,DR-9885,Clear Aligners,1
SHP-305024,2025-07-27,EMEA,ACC-0110,DR-9916,Clear Aligners,1
SHP-305025,2024-09-13,NA,ACC-0189,DR-9084,Clear Aligners,8
SHP-305026,2025-07-25,APAC,ACC-0245,DR-9078,Clear Aligners,4
SHP-305027,2025-09-02,NA,ACC-0166,DR-9795,Clear Aligners,7
SHP-305028,2025-12-20,APAC,ACC-0087,DR-9971,Clear Aligners,8
SHP-305029,2024-12-14,EMEA,ACC-0033,DR-9224,Clear Aligners,4
SHP-305030,2025-05-14,EMEA,ACC-0044,DR-9916,Clear Aligners,3
SHP-305031,2025-03-27,APAC,ACC-0024,DR-9370,Clear Aligners,5
SHP-305032,2024-06-04,NA,ACC-0066,DR-9118,Clear Aligners,3
SHP-305033,2024-11-20,NA,ACC-0055,DR-9814,Imaging,1
SHP-305034,2024-07-27,EMEA,ACC-0031,DR-9693,Scanner,1
SHP-305035,2024-10-08,EMEA,ACC-0162,DR-9190,Scanner,2
SHP-305036,2025-05-01,EMEA,ACC-0047,DR-9235,Clear Aligners,8
SHP-305037,2024-05-29,APAC,ACC-0205,DR-9304,Clear Aligners,2
SHP-305038,2025-09-05,APAC,ACC-0050,DR-9221,Clear Aligners,8
SHP-305039,2024-02-20,EMEA,ACC-0213,DR-9053,Imaging,2
SHP-305040,2024-08-29,APAC,ACC-0249,DR-9610,Clear Aligners,8
SHP-305041,2025-04-11,NA,ACC-0149,DR-9978,Clear Aligners,6
SHP-305042,2024-06-12,APAC,ACC-0245,DR-9000,Clear Aligners,6
SHP-305043,2025-06-26,NA,ACC-0099,DR-9655,Clear Aligners,8
SHP-305044,2025-01-09,APAC,ACC-0249,DR-9951,Clear Aligners,3
SHP-305045,2025-03-01,APAC,ACC-0140,DR-9162,Imaging,1
SHP-305046,2025-06-24,EMEA,ACC-0154,DR-9819,Clear Aligners,6
SHP-305047,2024-04-12,EMEA,ACC-0018,DR-9570,Clear Aligners,6
SHP-305048,2025-06-03,NA,ACC-0005,DR-9705,Clear Aligners,2
SHP-305049,2025-06-24,NA,ACC-0156,DR-9102,Clear Aligners,5
SHP-305050,2024-07-04,APAC,ACC-0218,DR-9508,Clear Aligners,4
SHP-305051,2024-10-19,EMEA,ACC-0053,DR-9657,Clear Aligners,1
SHP-305052,2025-02-25,EMEA,ACC-0120,DR-9205,Clear Aligners,6
SHP-305053,2024-12-13,EMEA,ACC-0236,DR-9316,Clear Aligners,4
SHP-305054,2024-07-11,NA,ACC-0224,DR-9693,Clear Aligners,8
SHP-305055,2025-12-30,APAC,ACC-0077,DR-9610,Clear Aligners,8
SHP-305056,2024-05-10,EMEA,ACC-0120,DR-9276,Clear Aligners,1
SHP-305057,2025-08-01,EMEA,ACC-0209,DR-9220,Clear Aligners,3
SHP-305058,2024-10-25,EMEA,ACC-0039,DR-9793,Clear Aligners,4
SHP-305059,2025-10-03,APAC,ACC-0194,DR-9856,Imaging,1
SHP-305060,2024-01-26,NA,ACC-0189,DR-9082,Clear Aligners,8
SHP-305061,2024-08-18,NA,ACC-0009,DR-9197,Clear Aligners,4
SHP-305062,2024-05-16,APAC,ACC-0086,DR-9232,Clear Aligners,1
SHP-305063,2025-11-04,APAC,ACC-0233,DR-9815,Clear Aligners,8
SHP-305064,2024-06-23,EMEA,ACC-0129,DR-9491,Clear Aligners,4
SHP-305065,2025-08-09,EMEA,ACC-0213,DR-9944,Clear Aligners,8
SHP-305066,2024-05-01,NA,ACC-0224,DR-9085,Scanner,1
SHP-305067,2025-01-09,NA,ACC-0096,DR-9830,Clear Aligners,7
SHP-305068,2025-09-06,APAC,ACC-0171,DR-9051,Imaging,1
SHP-305069,2024-11-06,EMEA,ACC-0143,DR-9582,Scanner,1
SHP-305070,2025-04-27,APAC,ACC-0205,DR-9287,Scanner,2
SHP-305071,2025-10-29,EMEA,ACC-0041,DR-9180,Clear Aligners,1
SHP-305072,2025-03-27,EMEA,ACC-0246,DR-9596,Clear Aligners,2
SHP-305073,2024-12-30,NA,ACC-0186,DR-9927,Clear Aligners,4
SHP-305074,2024-03-28,APAC,ACC-0136,DR-9792,Clear Aligners,8
SHP-305075,2025-05-19,EMEA,ACC-0199,DR-9365,Clear Aligners,2
SHP-305076,2025-03-12,EMEA,ACC-0041,DR-9874,Clear Aligners,1
SHP-305077,2024-04-19,EMEA,ACC-0004,DR-9049,Scanner,1
SHP-305078,2025-01-16,NA,ACC-0049,DR-9996,Clear Aligners,1
SHP-305079,2024-05-27,EMEA,ACC-0135,DR-9399,Clear Aligners,1
SHP-305080,2024-04-29,EMEA,ACC-0188,DR-9129,Clear Aligners,4
SHP-305081,2024-04-09,NA,ACC-0147,DR-9347,Clear Aligners,8
SHP-305082,2025-01-11,NA,ACC-0147,DR-9034,Clear Aligners,1
SHP-305083,2024-08-08,NA,ACC-0014,DR-9420,Clear Aligners,6
SHP-305084,2025-04-27,NA,ACC-0130,DR-9244,Scanner,2
SHP-305085,2025-10-20,APAC,ACC-0140,DR-9276,Clear Aligners,8
SHP-305086,2025-10-16,APAC,ACC-0121,DR-9093,Scanner,2
SHP-305087,2025-01-09,EMEA,ACC-0227,DR-9886,Clear Aligners,7
SHP-305088,2024-08-20,EMEA,ACC-0187,DR-9948,Scanner,1
SHP-305089,2024-04-19,APAC,ACC-0024,DR-9824,Clear Aligners,2
SHP-305090,2025-07-02,EMEA,ACC-0235,DR-9416,Clear Aligners,4
SHP-305091,2025-04-30,NA,ACC-0155,DR-9338,Imaging,1
SHP-305092,2024-04-05,APAC,ACC-0205,DR-9679,Clear Aligners,1
SHP-305093,2024-07-29,NA,ACC-0013,DR-9737,Imaging,1
SHP-305094,2024-02-23,NA,ACC-0126,DR-9156,Clear Aligners,4
SHP-305095,2025-03-27,NA,ACC-0015,DR-9037,Clear Aligners,7
SHP-305096,2025-04-10,NA,ACC-0052,DR-9570,Clear Aligners,3
SHP-305097,2025-11-23,APAC,ACC-0221,DR-9884,Clear Aligners,3
SHP-305098,2025-08-12,NA,ACC-0036,DR-9288,Clear Aligners,7
SHP-305099,2024-12-10,NA,ACC-0006,DR-9773,Imaging,2
SHP-305100,2025-05-21,NA,ACC-0155,DR-9831,Clear Aligners,2
SHP-305101,2025-03-18,APAC,ACC-0045,DR-9304,Clear Aligners,6
SHP-305102,2024-12-28,EMEA,ACC-0081,DR-9975,Scanner,1
SHP-305103,2024-07-30,NA,ACC-0068,DR-9230,Clear Aligners,6
SHP-305104,2024-10-15,EMEA,ACC-0100,DR-9953,Clear Aligners,4
SHP-305105,2025-03-27,EMEA,ACC-0004,DR-9261,Clear Aligners,7
SHP-305106,2025-03-10,EMEA,ACC-0234,DR-9393,Clear Aligners,3
SHP-305107,2024-06-20,APAC,ACC-0057,DR-9714,Clear Aligners,8
SHP-305108,2025-02-03,NA,ACC-0002,DR-9311,Clear Aligners,8
SHP-305109,2025-08-25,APAC,ACC-0020,DR-9824,Clear Aligners,6
SHP-305110,2024-12-09,NA,ACC-0022,DR-9774,Imaging,1
SHP-305111,2024-10-28,NA,ACC-0014,DR-9174,Clear Aligners,1
SHP-305112,2025-01-03,APAC,ACC-0094,DR-9437,Clear Aligners,5
SHP-305113,2024-05-30,EMEA,ACC-0146,DR-9618,Clear Aligners,8
SHP-305114,2025-06-29,APAC,ACC-0171,DR-9278,Clear Aligners,4
SHP-305115,2025-05-08,NA,ACC-0211,DR-9862,Clear Aligners,7
SHP-305116,2024-02-10,APAC,ACC-0169,DR-9193,Clear Aligners,5
SHP-305117,2025-06-07,NA,ACC-0049,DR-9934,Clear Aligners,4
SHP-305118,2024-03-11,EMEA,ACC-0236,DR-9047,Clear Aligners,2
SHP-305119,2024-12-22,EMEA,ACC-0085,DR-9351,Clear Aligners,4
SHP-305120,2025-08-02,APAC,ACC-0249,DR-9189,Clear Aligners,2
SHP-305121,2024-04-08,APAC,ACC-0017,DR-9654,Scanner,2
SHP-305122,2024-10-13,NA,ACC-0156,DR-9261,Scanner,1
SHP-305123,2024-04-05,NA,ACC-0061,DR-9692,Clear Aligners,5
SHP-305124,2024-08-06,NA,ACC-0147,DR-9476,Scanner,1
SHP-305125,2025-12-21,EMEA,ACC-0222,DR-9857,Clear Aligners,1
SHP-305126,2025-06-27,NA,ACC-0220,DR-9246,Scanner,2
SHP-305127,2025-06-23,APAC,ACC-0001,DR-9378,Clear Aligners,6
SHP-305128,2025-05-29,EMEA,ACC-0026,DR-9972,Clear Aligners,4
SHP-305129,2025-03-13,APAC,ACC-0034,DR-9269,Clear Aligners,8
SHP-305130,2025-01-17,NA,ACC-0167,DR-9459,Scanner,2
SHP-305131,2024-09-23,NA,ACC-0042,DR-9751,Clear Aligners,5
SHP-305132,2024-06-14,EMEA,ACC-0119,DR-9663,Clear Aligners,1
SHP-305133,2024-11-06,NA,ACC-0161,DR-9542,Clear Aligners,3
SHP-305134,2025-05-03,NA,ACC-0073,DR-9527,Clear Aligners,5
SHP-305135,2025-08-22,APAC,ACC-0048,DR-9907,Imaging,2
SHP-305136,2024-03-04,EMEA,ACC-0146,DR-9911,Scanner,2
SHP-305137,2025-06-19,EMEA,ACC-0044,DR-9894,Scanner,2
SHP-305138,2025-05-07,APAC,ACC-0057,DR-9781,Imaging,2
SHP-305139,2024-08-26,APAC,ACC-0117,DR-9523,Clear Aligners,2
SHP-305140,2024-12-07,NA,ACC-0238,DR-9556,Clear Aligners,7
SHP-305141,2025-03-25,APAC,ACC-0218,DR-9796,Clear Aligners,5
SHP-305142,2025-01-17,NA,ACC-0096,DR-9866,Clear Aligners,4
SHP-305143,2025-11-26,NA,ACC-0010,DR-9162,Imaging,2
SHP-305144,2025-02-26,EMEA,ACC-0142,DR-9661,Clear Aligners,3
SHP-305145,2025-04-20,EMEA,ACC-0011,DR-9221,Clear Aligners,8
SHP-305146,2024-04-18,EMEA,ACC-0107,DR-9008,Clear Aligners,3
SHP-305147,2025-09-29,EMEA,ACC-0162,DR-9376,Imaging,2
SHP-305148,2024-07-14,NA,ACC-0009,DR-9820,Clear Aligners,8
SHP-305149,2024-12-25,EMEA,ACC-0209,DR-9375,Clear Aligners,4
SHP-305150,2024-07-04,APAC,ACC-0190,DR-9735,Clear Aligners,4
SHP-305151,2025-01-20,EMEA,ACC-0127,DR-9700,Clear Aligners,1
SHP-305152,2024-03-07,EMEA,ACC-0031,DR-9826,Clear Aligners,7
SHP-305153,2024-10-07,APAC,ACC-0057,DR-9110,Scanner,2
SHP-305154,2024-06-10,EMEA,ACC-0209,DR-9851,Clear Aligners,5
SHP-305155,2024-03-13,NA,ACC-0191,DR-9216,Clear Aligners,7
SHP-305156,2025-05-19,NA,ACC-0156,DR-9975,Clear Aligners,1
SHP-305157,2025-01-31,EMEA,ACC-0038,DR-9737,Clear Aligners,4
SHP-305158,2024-06-06,APAC,ACC-0029,DR-9790,Clear Aligners,5
SHP-305159,2024-02-10,EMEA,ACC-0142,DR-9093,Clear Aligners,8
SHP-305160,2024-03-20,NA,ACC-0015,DR-9905,Scanner,1
SHP-305161,2024-09-11,EMEA,ACC-0028,DR-9496,Imaging,1
SHP-305162,2025-09-25,NA,ACC-0238,DR-9541,Clear Aligners,5
SHP-305163,2025-02-25,EMEA,ACC-0018,DR-9605,Scanner,1
SHP-305164,2025-07-19,NA,ACC-0224,DR-9818,Clear Aligners,4
SHP-305165,2025-05-02,EMEA,ACC-0236,DR-9652,Clear Aligners,2
SHP-305166,2025-03-02,APAC,ACC-0087,DR-9813,Scanner,1
SHP-305167,2025-04-03,NA,ACC-0131,DR-9173,Clear Aligners,8
SHP-305168,2024-11-12,EMEA,ACC-0235,DR-9048,Clear Aligners,2
SHP-305169,2024-02-14,EMEA,ACC-0142,DR-9409,Clear Aligners,8
SHP-305170,2025-04-26,EMEA,ACC-0180,DR-9001,Clear Aligners,8
SHP-305171,2024-02-26,EMEA,ACC-0127,DR-9220,Clear Aligners,3
SHP-305172,2025-01-14,APAC,ACC-0221,DR-9705,Clear Aligners,7
SHP-305173,2025-01-25,NA,ACC-0185,DR-9073,Clear Aligners,1
SHP-305174,2025-01-21,EMEA,ACC-0146,DR-9539,Clear Aligners,6
SHP-305175,2024-09-06,NA,ACC-0075,DR-9041,Scanner,1
SHP-305176,2025-05-26,NA,ACC-0126,DR-9021,Clear Aligners,2
SHP-305177,2024-01-07,EMEA,ACC-0021,DR-9768,Imaging,1
SHP-305178,2024-05-15,APAC,ACC-0048,DR-9173,Clear Aligners,7
SHP-305179,2025-07-27,EMEA,ACC-0246,DR-9894,Scanner,1
SHP-305180,2024-11-22,EMEA,ACC-0219,DR-9763,Clear Aligners,1
SHP-305181,2024-05-04,EMEA,ACC-0031,DR-9852,Imaging,1
SHP-305182,2025-07-13,APAC,ACC-0140,DR-9751,Imaging,2
SHP-305183,2025-08-02,NA,ACC-0192,DR-9275,Clear Aligners,2
SHP-305184,2024-01-06,APAC,ACC-0216,DR-9937,Scanner,2
SHP-305185,2025-03-22,APAC,ACC-0070,DR-9922,Clear Aligners,8
SHP-305186,2024-03-07,NA,ACC-0093,DR-9112,Clear Aligners,5
SHP-305187,2025-09-20,APAC,ACC-0082,DR-9083,Clear Aligners,7
SHP-305188,2024-08-22,EMEA,ACC-0018,DR-9572,Scanner,1
SHP-305189,2024-06-04,EMEA,ACC-0063,DR-9581,Clear Aligners,7
SHP-305190,2024-09-20,EMEA,ACC-0060,DR-9933,Scanner,2
SHP-305191,2025-06-03,NA,ACC-0226,DR-9124,Clear Aligners,7
SHP-305192,2025-04-01,APAC,ACC-0136,DR-9064,Clear Aligners,8
SHP-305193,2024-01-21,EMEA,ACC-0028,DR-9159,Scanner,2
SHP-305194,2024-09-16,APAC,ACC-0070,DR-9805,Scanner,2
SHP-305195,2024-11-19,NA,ACC-0093,DR-9995,Clear Aligners,3
SHP-305196,2025-12-24,APAC,ACC-0195,DR-9756,Clear Aligners,3
SHP-305197,2024-03-26,NA,ACC-0103,DR-9679,Scanner,1
SHP-305198,2024-11-29,APAC,ACC-0201,DR-9269,Scanner,1
SHP-305199,2024-12-05,EMEA,ACC-0188,DR-9970,Clear Aligners,6
SHP-305200,2025-09-24,EMEA,ACC-0053,DR-9336,Scanner,1
SHP-305201,2024-06-23,APAC,ACC-0249,DR-9991,Clear Aligners,5
SHP-305202,2025-10-28,EMEA,ACC-0023,DR-9428,Scanner,1
SHP-305203,2024-09-07,APAC,ACC-0160,DR-9183,Imaging,1
SHP-305204,2024-04-28,NA,ACC-0030,DR-9644,Clear Aligners,6
SHP-305205,2024-10-21,APAC,ACC-0195,DR-9509,Clear Aligners,2
SHP-305206,2025-12-03,APAC,ACC-0197,DR-9157,Imaging,1
SHP-305207,2024-06-07,NA,ACC-0228,DR-9092,Clear Aligners,4
SHP-305208,2025-09-22,EMEA,ACC-0026,DR-9133,Scanner,1
SHP-305209,2024-08-28,NA,ACC-0109,DR-9536,Clear Aligners,7
SHP-305210,2025-04-05,NA,ACC-0192,DR-9749,Clear Aligners,8
SHP-305211,2024-10-13,APAC,ACC-0141,DR-9905,Clear Aligners,3
SHP-305212,2024-07-01,APAC,ACC-0017,DR-9500,Clear Aligners,1
SHP-305213,2025-05-25,EMEA,ACC-0209,DR-9629,Imaging,1
SHP-305214,2024-02-14,EMEA,ACC-0193,DR-9920,Imaging,2
SHP-305215,2025-09-18,APAC,ACC-0159,DR-9032,Clear Aligners,7
SHP-305216,2025-03-03,EMEA,ACC-0110,DR-9459,Clear Aligners,7
SHP-305217,2024-06-27,NA,ACC-0066,DR-9032,Clear Aligners,3
SHP-305218,2025-12-27,APAC,ACC-0117,DR-9444,Clear Aligners,5
SHP-305219,2025-09-16,EMEA,ACC-0188,DR-9928,Clear Aligners,1
SHP-305220,2024-09-20,NA,ACC-0211,DR-9504,Scanner,1
SHP-305221,2025-02-28,APAC,ACC-0074,DR-9609,Clear Aligners,6
SHP-305222,2024-09-20,NA,ACC-0009,DR-9993,Imaging,2
SHP-305223,2025-10-15,NA,ACC-0241,DR-9271,Clear Aligners,5
SHP-305224,2025-02-20,APAC,ACC-0196,DR-9472,Clear Aligners,2
SHP-305225,2024-09-08,APAC,ACC-0243,DR-9921,Clear Aligners,8
SHP-305226,2024-04-23,EMEA,ACC-0127,DR-9260,Clear Aligners,3
SHP-305227,2025-04-21,APAC,ACC-0190,DR-9595,Clear Aligners,4
SHP-305228,2025-10-12,APAC,ACC-0218,DR-9533,Scanner,2
SHP-305229,2024-08-08,APAC,ACC-0182,DR-9801,Clear Aligners,3
SHP-305230,2025-04-24,EMEA,ACC-0113,DR-9436,Scanner,2
SHP-305231,2024-09-20,EMEA,ACC-0080,DR-9547,Scanner,2
SHP-305232,2024-05-11,EMEA,ACC-0234,DR-9312,Clear Aligners,5
SHP-305233,2025-03-14,EMEA,ACC-0062,DR-9350,Clear Aligners,5
SHP-305234,2025-10-25,EMEA,ACC-0210,DR-9913,Clear Aligners,1
SHP-305235,2024-01-29,EMEA,ACC-0032,DR-9102,Clear Aligners,5
SHP-305236,2024-08-27,EMEA,ACC-0058,DR-9334,Clear Aligners,5
SHP-305237,2025-01-02,EMEA,ACC-0247,DR-9206,Scanner,1
SHP-305238,2024-08-08,APAC,ACC-0105,DR-9254,Clear Aligners,5
SHP-305239,2024-12-06,APAC,ACC-0087,DR-9223,Clear Aligners,6
SHP-305240,2025-01-31,EMEA,ACC-0133,DR-9828,Clear Aligners,3
SHP-305241,2024-05-15,EMEA,ACC-0148,DR-9536,Scanner,2
SHP-305242,2025-01-08,EMEA,ACC-0247,DR-9686,Scanner,2
SHP-305243,2024-11-06,EMEA,ACC-0225,DR-9649,Clear Aligners,3
SHP-305244,2025-11-11,EMEA,ACC-0222,DR-9806,Clear Aligners,4
SHP-305245,2025-12-17,EMEA,ACC-0213,DR-9000,Clear Aligners,2
SHP-305246,2024-07-25,APAC,ACC-0136,DR-9650,Clear Aligners,8
SHP-305247,2025-10-16,NA,ACC-0126,DR-9811,Clear Aligners,2
SHP-305248,2025-01-09,NA,ACC-0006,DR-9493,Clear Aligners,1
SHP-305249,2024-04-11,APAC,ACC-0112,DR-9897,Imaging,1
SHP-305250,2024-04-27,EMEA,ACC-0163,DR-9364,Imaging,1
SHP-305251,2025-10-13,APAC,ACC-0233,DR-9157,Clear Aligners,4
SHP-305252,2024-03-11,EMEA,ACC-0122,DR-9624,Clear Aligners,5
SHP-305253,2024-06-13,NA,ACC-0226,DR-9115,Clear Aligners,6
SHP-305254,2025-07-12,EMEA,ACC-0033,DR-9739,Clear Aligners,7
SHP-305255,2024-12-11,APAC,ACC-0194,DR-9794,Clear Aligners,2
SHP-305256,2025-01-20,NA,ACC-0226,DR-9614,Clear Aligners,8
SHP-305257,2025-10-14,APAC,ACC-0136,DR-9377,Clear Aligners,8
SHP-305258,2025-09-12,EMEA,ACC-0246,DR-9777,Scanner,1
SHP-305259,2024-05-03,EMEA,ACC-0040,DR-9379,Scanner,1
SHP-305260,2024-02-09,NA,ACC-0049,DR-9618,Clear Aligners,2
SHP-305261,2024-03-04,APAC,ACC-0173,DR-9592,Clear Aligners,5
SHP-305262,2024-10-28,NA,ACC-0014,DR-9036,Clear Aligners,3
SHP-305263,2025-04-15,EMEA,ACC-0146,DR-9141,Clear Aligners,1
SHP-305264,2025-11-24,EMEA,ACC-0088,DR-9406,Clear Aligners,5
SHP-305265,2024-05-29,EMEA,ACC-0187,DR-9422,Clear Aligners,4
